Id,Label,timeset,0,1,componentnumber,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
open-policy-agent,open-policy-agent,,6,800,0,4,6,0.34832,0.356841,7.917547
mysql-innodb-cluster,mysql-innodb-cluster,,4,800,0,11,6,0.372058,0.387259,0
tkinter-scale,tkinter-scale,,0,800,0,10,5,0.367716,0.381491,0
node-oracledb,node-oracledb,,1,800,0,48,6,0.386102,0.403642,1.658253
mitreid-connect,mitreid-connect,,3,800,0,14,6,0.368988,0.383621,0
microsoft-information-protection,microsoft-information-protection,,8,800,0,12,6,0.357496,0.369389,0
lejos-nxj,lejos-nxj,,3,800,0,10,6,0.362129,0.374959,0
wkb,wkb,,0,800,0,14,5,0.401625,0.419936,643.181855
oracle-rac,oracle-rac,,4,800,0,5,6,0.365284,0.379077,0
quagga,quagga,,9,800,0,9,5,0.41737,0.435264,310.851293
tracking.js,tracking.js,,1,800,0,10,5,0.400905,0.418694,0
unetstack,unetstack,,3,800,0,3,5,0.38882,0.405861,0
textx,textx,,0,800,0,10,5,0.37097,0.385467,0
xstate,xstate,,1,800,0,12,6,0.371058,0.386177,0
opengrok,opengrok,,9,800,0,2,6,0.33743,0.342002,62.707143
common-dialog,common-dialog,,9,800,0,4,6,0.365483,0.379397,0
orbbec,orbbec,,0,800,0,7,5,0.385468,0.402204,0
css-purge,css-purge,,1,800,0,10,6,0.370239,0.385211,0
ui5-library,ui5-library,,1,800,0,6,6,0.362436,0.375545,0
xamarin.essentials,xamarin.essentials,,8,800,0,21,6,0.3753,0.391416,32.15608
qt5.11,qt5.11,,9,800,0,11,6,0.374462,0.390295,214.764451
opentest,opentest,,3,800,0,5,6,0.371587,0.386674,0
matillion,matillion,,4,800,0,5,6,0.365057,0.378545,0
eclipse-hono,eclipse-hono,,6,800,0,10,6,0.367342,0.381384,28.997029
tensorflowjs-converter,tensorflowjs-converter,,0,800,0,107,5,0.404149,0.422918,520.621591
textpad,textpad,,0,800,0,10,5,0.400597,0.418498,0
dotnet-publish,dotnet-publish,,8,800,0,7,6,0.355117,0.366479,0
gps-time,gps-time,,3,800,0,6,5,0.38118,0.397448,0
uwebsockets,uwebsockets,,1,800,0,11,6,0.366168,0.379982,0
laravel-helper,laravel-helper,,4,800,0,19,6,0.345322,0.353145,0
relativedelta,relativedelta,,0,800,0,13,5,0.367716,0.381491,0
jsonconvert,jsonconvert,,8,800,0,65,5,0.416297,0.434473,0
betareg,betareg,,0,800,0,9,6,0.33794,0.342744,0
qstringlist,qstringlist,,9,800,0,7,5,0.37488,0.38994,0
spring-integration-ip,spring-integration-ip,,3,800,0,5,6,0.359798,0.372031,0
pnpm,pnpm,,1,800,0,8,6,0.37336,0.388981,0
multiple-input,multiple-input,,0,800,0,22,5,0.443846,0.459315,193.65261
theia,theia,,3,800,0,1,6,0.341877,0.347842,0
combinedchart,combinedchart,,3,800,0,14,6,0.386738,0.404263,0
spring-cloud-skipper,spring-cloud-skipper,,3,800,0,2,6,0.338647,0.343582,0
apollo-link-rest,apollo-link-rest,,1,800,0,8,6,0.365854,0.379965,0
memory-reallocation,memory-reallocation,,9,800,0,9,6,0.351633,0.361399,0
mesibo,mesibo,,3,800,0,10,6,0.378263,0.394466,0
knative-serving,knative-serving,,6,800,0,25,6,0.339528,0.345073,66.745712
ionic-appflow,ionic-appflow,,1,800,0,5,6,0.355978,0.367348,0
muxer,muxer,,13,800,0,4,6,0.363531,0.376716,0
admanager,admanager,,3,800,0,6,5,0.398084,0.415953,0
reddison,reddison,,3,800,0,8,6,0.365284,0.379059,0
markdown-it,markdown-it,,1,800,0,6,6,0.367313,0.381651,26.394581
mojo-useragent,mojo-useragent,,9,800,0,1,6,0.362408,0.375438,0
kubebuilder,kubebuilder,,6,800,0,2,7,0.26941,0.274975,0
openhtmltopdf,openhtmltopdf,,3,800,0,11,6,0.385247,0.402535,0
xenomai,xenomai,,9,800,0,3,6,0.33833,0.342978,0
restrict-qualifier,restrict-qualifier,,9,800,0,10,6,0.347289,0.355541,9.935866
masm64,masm64,,9,800,0,3,6,0.343956,0.350962,0
iosurface,iosurface,,13,800,0,8,6,0.344259,0.351512,0
amazon-fba,amazon-fba,,6,800,0,2,6,0.338696,0.343348,44.990209
stylus-loader,stylus-loader,,1,800,0,8,6,0.371705,0.387057,1.002527
gravitee,gravitee,,3,800,0,3,6,0.354099,0.364668,0
3d-mapping,3d-mapping,,0,800,0,10,5,0.397544,0.415588,3.867054
contentful-api,contentful-api,,1,800,0,8,6,0.412095,0.430461,0
qtremoteobjects,qtremoteobjects,,9,800,0,3,6,0.343931,0.350856,0
jolie,jolie,,3,800,0,10,6,0.360627,0.373166,0
time-to-first-byte,time-to-first-byte,,4,800,0,8,5,0.391217,0.408736,31.844522
kendo-mobile,kendo-mobile,,1,800,0,3,6,0.366711,0.380898,0
vlc.dotnet,vlc.dotnet,,8,800,0,7,6,0.353486,0.364153,0
scale-color-manual,scale-color-manual,,0,800,0,10,6,0.337964,0.342851,0
avplayerlooper,avplayerlooper,,13,800,0,10,6,0.344158,0.351317,0
customscrollview,customscrollview,,13,800,0,17,6,0.356492,0.368271,90.773702
ueye,ueye,,0,800,0,9,5,0.381552,0.397661,24.051462
mxchip,mxchip,,8,800,0,18,6,0.359027,0.37125,82.290696
pulsar,pulsar,,2,800,0,10,5,0.39424,0.411771,185.248526
sendbeacon,sendbeacon,,1,800,0,8,6,0.374074,0.389886,1.958454
tensordot,tensordot,,0,800,0,10,5,0.366826,0.380284,0
netcoreapp2.1,netcoreapp2.1,,8,800,0,10,6,0.363193,0.376738,0
starlette,starlette,,0,800,0,19,5,0.374253,0.38946,39.441397
rqda,rqda,,0,800,0,7,6,0.33794,0.342744,0
eclipse-2018-12,eclipse-2018-12,,3,800,0,8,6,0.359192,0.371321,0
initramfs,initramfs,,9,800,0,2,6,0.33833,0.342978,0
video-upload,video-upload,,4,800,0,10,6,0.394936,0.413511,0
google-java-format,google-java-format,,3,800,0,6,6,0.370502,0.385147,0
refund,refund,,4,800,0,12,6,0.393843,0.412304,150.629859
create-guten-block,create-guten-block,,4,800,0,26,6,0.367803,0.382442,0
centos7.6,centos7.6,,4,800,0,7,5,0.384175,0.400927,0
elasticsearch-php,elasticsearch-php,,6,800,0,4,6,0.344284,0.351406,0
pydantic,pydantic,,0,800,0,15,5,0.373627,0.388697,26.210138
spark-redshift,spark-redshift,,2,800,0,2,6,0.364066,0.377409,0
thingsboard-gateway,thingsboard-gateway,,6,800,0,1,6,0.341877,0.347842,0
geant4,geant4,,9,800,0,5,5,0.37488,0.38994,0
safeareaview,safeareaview,,1,800,0,12,6,0.345424,0.353379,9.776582
rclone,rclone,,6,800,0,2,6,0.341405,0.347433,0
symfony4-voter,symfony4-voter,,4,800,0,2,6,0.344284,0.351406,0
kitti,kitti,,0,800,0,7,5,0.377048,0.392638,0
msodbcsql17,msodbcsql17,,0,800,0,12,5,0.387025,0.404104,31.931871
kiali,kiali,,6,800,0,9,6,0.297472,0.304381,0
nginx-module,nginx-module,,6,800,0,3,6,0.337381,0.34186,0
react-router-v5,react-router-v5,,1,800,0,10,6,0.364264,0.377835,0
laravel-permission,laravel-permission,,4,800,0,12,6,0.34517,0.352719,0
mercure,mercure,,4,800,0,7,6,0.379363,0.395726,0
postman-native-app,postman-native-app,,4,800,0,7,6,0.363137,0.376486,245.547683
apache-royale,apache-royale,,13,800,0,2,6,0.362436,0.375545,0
openfeign,openfeign,,3,800,0,7,6,0.360295,0.37267,0
laravel-artisan,laravel-artisan,,4,800,0,16,6,0.360821,0.373379,7.596245
bluedata,bluedata,,2,800,0,10,7,0.263202,0.267569,0
bluedata-3.7,bluedata-3.7,,2,800,0,10,7,0.263202,0.267569,0
plotly-express,plotly-express,,0,800,0,10,5,0.366139,0.379556,0
svelte-3,svelte-3,,1,800,0,13,6,0.365854,0.380011,8.429531
hyper-parameters,hyper-parameters,,0,800,0,3,6,0.251878,0.253532,2
feature,feature,,0,800,0,1,6,0.336125,0.339656,0
hyperparameter-optimization,hyperparameter-optimization,,0,800,0,4,6,0.336246,0.339975,9103.785167
appstoreconnect,appstoreconnect,,13,786.666667,0,123,6,0.372708,0.388715,630.071962
thorntail,thorntail,,3,785.714286,0,43,6,0.370414,0.385609,378.285562
configmap,configmap,,6,777.777778,0,35,6,0.379517,0.396791,6479.751301
radlistview,radlistview,,1,775,0,33,6,0.387089,0.404956,8.424102
nrwl-nx,nrwl-nx,,1,775,0,49,6,0.373984,0.390277,143.646118
angular-builder,angular-builder,,1,766.666667,0,38,6,0.368988,0.384093,63.624463
open-ai,open-ai,,0,766.666667,0,21,5,0.367572,0.381537,159.085713
v4l2loopback,v4l2loopback,,1,750,0,33,6,0.398591,0.417114,52.388506
spring-data-jdbc,spring-data-jdbc,,3,750,0,81,6,0.366396,0.380532,0
clockify,clockify,,4,750,0,8,5,0.42585,0.44333,0
hdbscan,hdbscan,,0,750,0,18,5,0.37144,0.386177,96.67157
mysqli-fetch-array,mysqli-fetch-array,,4,750,0,34,6,0.364887,0.378679,0
openlayers-5,openlayers-5,,1,746.153846,0,145,6,0.38744,0.406067,30.824096
firebase-in-app-messaging,firebase-in-app-messaging,,13,742.857143,0,134,6,0.411193,0.429911,0
webpack-splitchunks,webpack-splitchunks,,1,733.333333,0,47,6,0.37521,0.39153,10.978137
grpc-web,grpc-web,,6,733.333333,0,26,5,0.417928,0.436088,425.129491
azure-mysql-database,azure-mysql-database,,8,733.333333,0,46,6,0.411589,0.430515,31.482201
flutter-redux,flutter-redux,,13,725,0,58,6,0.352345,0.363,74.422232
google-ad-manager,google-ad-manager,,3,720,0,35,5,0.461244,0.473621,202.668829
agens-graph,agens-graph,,2,720,0,11,5,0.400392,0.418356,239.34082
policy-gradients,policy-gradients,,0,700,0,33,5,0.367659,0.382034,11833.773175
systemfit,systemfit,,0,700,0,9,6,0.33794,0.342744,0
nrules,nrules,,8,700,0,8,6,0.355036,0.366301,0
winappdriver,winappdriver,,3,700,0,44,5,0.442465,0.458186,229.656781
ionic-webview,ionic-webview,,1,700,0,20,6,0.386165,0.403784,37.704551
ibis,ibis,,0,700,0,11,5,0.367716,0.381491,0
telegraf-output-plugins,telegraf-output-plugins,,6,700,0,2,6,0.268885,0.27405,0
xmlservice,xmlservice,,5,700,0,8,6,0.37339,0.388946,0
savepoints,savepoints,,4,700,0,4,6,0.346035,0.353802,0
siemens,siemens,,9,700,0,15,5,0.407093,0.425509,199.141537
webdriver-w3c-spec,webdriver-w3c-spec,,3,700,0,11,5,0.411337,0.429397,1.349458
amixer,amixer,,13,700,0,3,5,0.370912,0.385183,0
sipjs,sipjs,,1,700,0,8,6,0.366168,0.38016,0
large-scale,large-scale,,0,700,0,6,6,0.37333,0.389063,0
executeprocesstask,executeprocesstask,,4,700,0,7,5,0.37256,0.387277,0
pynacl,pynacl,,0,700,0,8,5,0.374133,0.389034,0
icedtea,icedtea,,3,700,0,9,6,0.359137,0.371179,0
agora.io,agora.io,,3,700,0,55,5,0.460114,0.472769,341.827381
sharedelementcallback,sharedelementcallback,,3,700,0,8,6,0.348993,0.357959,0
pi4j,pi4j,,3,700,0,8,6,0.35911,0.371072,0
angular-ngrx-data,angular-ngrx-data,,1,700,0,8,6,0.344967,0.352687,0
qwraps2,qwraps2,,0,700,0,9,6,0.33794,0.342744,0
known-folders,known-folders,,8,700,0,8,6,0.370122,0.385023,0
bare-metal-server,bare-metal-server,,6,700,0,8,6,0.342151,0.348445,3.458333
docker-datacenter,docker-datacenter,,6,700,0,1,6,0.341877,0.347842,0
loginview,loginview,,0,700,0,15,5,0.406388,0.424835,110.054969
mfa,mfa,,6,700,0,68,5,0.462379,0.475101,1219.499432
jobjectformatter,jobjectformatter,,8,700,0,14,6,0.36554,0.379578,0
expected-condition,expected-condition,,3,700,0,19,5,0.432918,0.449702,63.533305
automotive,automotive,,9,700,0,10,5,0.392263,0.409712,522.74299
priority-inversion,priority-inversion,,9,700,0,3,6,0.343352,0.35006,8.078689
ontime,ontime,,5,700,0,21,6,0.335333,0.339184,0
angular-state-managmement,angular-state-managmement,,1,700,0,10,6,0.366797,0.381065,0
document-store,document-store,,4,700,0,13,6,0.36035,0.372971,17.934287
nssearchfield,nssearchfield,,13,700,0,6,6,0.33943,0.34475,0
ciscoconfparse,ciscoconfparse,,0,700,0,10,5,0.367774,0.381633,46.249084
dynamic-rest,dynamic-rest,,0,700,0,12,5,0.367342,0.380976,0
node-kafka,node-kafka,,2,700,0,11,6,0.391217,0.409144,5.915213
vueify,vueify,,1,700,0,5,6,0.369714,0.384473,0
jpa-annotations,jpa-annotations,,3,700,0,9,6,0.370122,0.384963,0
carla,carla,,0,700,0,6,5,0.378141,0.393862,3.343871
android-automotive,android-automotive,,3,700,0,9,6,0.349045,0.358101,29.922278
angular-template-variable,angular-template-variable,,1,700,0,11,6,0.350112,0.359439,0
revenuecat,revenuecat,,13,700,0,12,6,0.367976,0.382645,0
shap,shap,,0,700,0,12,5,0.368466,0.382503,2.300807
vue-nativescript,vue-nativescript,,1,700,0,13,6,0.374283,0.390387,2.438703
xrp,xrp,,3,700,0,9,6,0.391283,0.409286,63.521976
couch-cms,couch-cms,,1,700,0,23,6,0.37869,0.395328,0
c++builder-tokyo,c++builder-tokyo,,9,700,0,3,6,0.36035,0.372776,0
mat-stepper,mat-stepper,,1,700,0,29,6,0.36893,0.383951,1.919474
documentfragment,documentfragment,,1,700,0,14,6,0.371499,0.386667,0
findfirst,findfirst,,5,700,0,9,6,0.379547,0.396028,346.175753
tmxtiledmap,tmxtiledmap,,3,700,0,4,6,0.37056,0.385289,345.36769
angular-akita,angular-akita,,1,700,0,16,6,0.367055,0.381331,0
iris-dataset,iris-dataset,,0,700,0,9,5,0.37141,0.38607,0
pyav,pyav,,13,700,0,7,5,0.367659,0.381349,0
sap-successfactors,sap-successfactors,,3,700,0,4,5,0.397578,0.415367,0
pdftables,pdftables,,8,700,0,4,5,0.392591,0.410121,0
akka-grpc,akka-grpc,,2,700,0,1,6,0.35911,0.371072,0
unity3d-terrain,unity3d-terrain,,8,700,0,5,6,0.353486,0.364153,0
office-web-app,office-web-app,,5,700,0,2,6,0.381956,0.398885,0
sitespeed,sitespeed,,1,700,0,7,6,0.366025,0.379965,8.103085
drizzle,drizzle,,6,700,0,5,5,0.395502,0.413156,0
mapdeck,mapdeck,,0,700,0,11,6,0.33811,0.343028,0
learnpress,learnpress,,4,700,0,11,6,0.345551,0.353323,0
instruction-reordering,instruction-reordering,,9,700,0,7,6,0.398726,0.417167,359.995636
libmongoc,libmongoc,,1,700,0,13,6,0.368409,0.382769,0
nosql-injection,nosql-injection,,1,700,0,7,6,0.378111,0.394466,0
google-cloud-armor,google-cloud-armor,,6,700,0,2,6,0.347726,0.356216,28.453752
map-api,map-api,,1,700,0,8,6,0.38007,0.396809,0
vegeta,vegeta,,3,700,0,3,6,0.373895,0.389407,0
event-calendar,event-calendar,,4,700,0,8,6,0.378812,0.395524,0
partial-matches,partial-matches,,0,700,0,8,5,0.392953,0.410671,0.214286
go-xorm,go-xorm,,6,700,0,2,6,0.341256,0.347039,0
armbian,armbian,,9,700,0,3,5,0.393777,0.411168,0
preforking,preforking,,4,700,0,5,6,0.35253,0.362499,0
jsapi,jsapi,,1,700,0,10,6,0.36674,0.381005,12.941417
ingest,ingest,,6,700,0,3,6,0.335813,0.339641,12.851584
pg-upgrade,pg-upgrade,,4,700,0,8,6,0.335166,0.338651,0
google-closure,google-closure,,1,700,0,4,6,0.362408,0.375438,0
javascript-scope,javascript-scope,,1,700,0,9,6,0.364264,0.377835,0
html-tbody,html-tbody,,1,700,0,10,6,0.369889,0.384838,0
rxfire,rxfire,,13,700,0,8,6,0.364434,0.378172,1.84811
microsoft-cpp-unit-test,microsoft-cpp-unit-test,,9,700,0,6,6,0.343931,0.350856,0
alexa-presentation-language,alexa-presentation-language,,6,700,0,2,5,0.378019,0.393667,0
holochain-rust,holochain-rust,,9,700,0,8,6,0.335645,0.33918,0
puma-dev,puma-dev,,12,700,0,7,6,0.3385,0.343333,0
eoserror,eoserror,,0,700,0,13,5,0.372471,0.387419,15.296793
8thwall-web,8thwall-web,,1,700,0,3,6,0.362436,0.375545,0
storyblok,storyblok,,1,700,0,9,6,0.362576,0.375864,1.167857
w3-css,w3-css,,1,700,0,16,6,0.378812,0.395524,0
android-expandable-list-view,android-expandable-list-view,,3,700,0,9,6,0.370531,0.385254,0
xamarin-forms-4,xamarin-forms-4,,8,700,0,2,6,0.353486,0.364153,0
fiware-keyrock,fiware-keyrock,,6,700,0,2,6,0.346904,0.355012,0
sequoiadb,sequoiadb,,4,700,0,8,6,0.344208,0.351264,0
py-redis,py-redis,,3,700,0,7,5,0.367659,0.381349,0
econnect,econnect,,8,700,0,2,6,0.353486,0.364153,0
cephfs,cephfs,,6,700,0,1,6,0.301464,0.307433,0
grand-theft-auto,grand-theft-auto,,9,700,0,2,6,0.353486,0.364153,0
dockerode,dockerode,,6,700,0,16,5,0.406987,0.424995,0
raw-file,raw-file,,0,700,0,8,5,0.422783,0.440241,0
eclipse-2019-03,eclipse-2019-03,,3,700,0,8,6,0.359247,0.371463,0
typesafe-actions,typesafe-actions,,1,700,0,14,6,0.365939,0.380071,0
nspersistentcontainer,nspersistentcontainer,,13,700,0,8,6,0.344208,0.35153,0
shedlock,shedlock,,3,700,0,16,6,0.360627,0.373166,0
furrr,furrr,,0,700,0,12,6,0.34819,0.356873,64.861407
ng2-pdfjs-viewer,ng2-pdfjs-viewer,,1,700,0,10,6,0.353247,0.363734,0
orientdb3.0,orientdb3.0,,2,700,0,4,6,0.355278,0.366283,0
pop-up,pop-up,,1,700,0,7,6,0.388981,0.406865,11.407648
wagtail-apiv2,wagtail-apiv2,,0,700,0,1,6,0.335741,0.339407,0
codemagic,codemagic,,13,700,0,12,6,0.346392,0.354746,0
es5-compatiblity,es5-compatiblity,,1,700,0,12,6,0.370122,0.385272,0.097032
protobuf-python,protobuf-python,,0,700,0,6,5,0.367659,0.381349,0
cloudwatch-alarms,cloudwatch-alarms,,6,700,0,6,6,0.338696,0.343348,0
readinessprobe,readinessprobe,,6,700,0,2,6,0.308435,0.314714,0
controlled-component,controlled-component,,1,700,0,13,6,0.367285,0.381633,0
nexus-prisma,nexus-prisma,,1,700,0,15,6,0.362464,0.375651,0
android-bottomnavigationview,android-bottomnavigationview,,3,700,0,12,6,0.397309,0.415588,51.058799
azurekinect,azurekinect,,8,700,0,3,6,0.367947,0.382307,0
pytest-mock,pytest-mock,,0,700,0,8,5,0.367659,0.381349,0
enable-shared-from-this,enable-shared-from-this,,9,700,0,8,6,0.343931,0.350856,0
razzle,razzle,,1,700,0,12,6,0.377199,0.39333,0
react-native-sqlite-storage,react-native-sqlite-storage,,1,700,0,10,6,0.378019,0.394395,0
azure-sas,azure-sas,,8,700,0,6,6,0.375931,0.391786,0
pymupdf,pymupdf,,0,700,0,9,5,0.367659,0.381349,0
apim,apim,,8,700,0,7,6,0.337843,0.342357,0
mariadb-10.1,mariadb-10.1,,4,700,0,13,6,0.353008,0.363316,0
mariadb-10.3,mariadb-10.3,,4,700,0,11,6,0.37527,0.391164,1.275238
agm-map,agm-map,,1,700,0,14,6,0.367285,0.381757,207.089085
rl-an-introduction,rl-an-introduction,,0,700,0,8,6,0.270169,0.276507,44.843522
reinforce,reinforce,,0,700,0,11,6,0.26941,0.275534,15.410264
postfix-mta,postfix-mta,,4,695.454545,0,80,5,0.451746,0.466635,2012.865632
google-cloud-build,google-cloud-build,,6,688.461538,0,108,5,0.424349,0.443046,3529.293133
deep-rl,deep-rl,,0,683.333333,0,44,5,0.367774,0.382265,8230.075516
aws-parameter-store,aws-parameter-store,,6,675,0,41,6,0.373955,0.390135,816.369046
kube-apiserver,kube-apiserver,,6,675,0,10,5,0.373182,0.388111,89.652211
covariance-matrix,covariance-matrix,,0,675,0,24,5,0.38007,0.396205,0
cert-manager,cert-manager,,6,671.428571,0,32,6,0.348837,0.358207,205.969299
sikuli-x,sikuli-x,,3,666.666667,0,15,5,0.407375,0.425403,0
apple-pdfkit,apple-pdfkit,,13,666.666667,0,45,5,0.377776,0.393703,147.121043
google-cloud-automl-nl,google-cloud-automl-nl,,6,666.666667,0,18,5,0.366425,0.37984,0
heapq,heapq,,0,666.666667,0,30,5,0.367659,0.381349,0
kotlin-coroutines,kotlin-coroutines,,3,664.912281,0,316,6,0.420209,0.439585,2597.007296
spark-streaming-kafka,spark-streaming-kafka,,2,663.636364,0,17,5,0.400837,0.418871,0
flutter-animation,flutter-animation,,13,663.636364,0,762,6,0.35837,0.37175,396.11841
twitch-api,twitch-api,,1,660,0,48,5,0.461924,0.474356,263.822018
client-go,client-go,,6,660,0,7,6,0.342301,0.348836,1173.067638
sonarscanner,sonarscanner,,3,657.142857,0,29,6,0.429041,0.446951,349.806799
yup,yup,,1,652.941176,0,302,6,0.377594,0.394494,118.040251
cxfrs,cxfrs,,3,650,0,11,6,0.369365,0.3841,9.281769
kephas,kephas,,8,650,0,5,6,0.3385,0.343404,0
better-sqlite3,better-sqlite3,,1,650,0,40,5,0.413038,0.43136,7.688735
null-coalescing,null-coalescing,,8,650,0,25,5,0.434441,0.451292,24.048512
word-table,word-table,,5,650,0,20,6,0.385626,0.40311,95.322265
mutablelivedata,mutablelivedata,,3,650,0,102,6,0.370707,0.385751,193.412081
mutablelist,mutablelist,,3,650,0,10,6,0.37059,0.385396,356.21666
function-templates,function-templates,,9,642.857143,0,57,6,0.3801,0.396702,89.981493
terraform-provider-gcp,terraform-provider-gcp,,6,641.666667,0,19,6,0.339848,0.34569,381.743916
discord.py-rewrite,discord.py-rewrite,,0,641.463415,0,437,5,0.378935,0.395051,5.183279
aws-sam,aws-sam,,6,633.333333,0,143,5,0.432599,0.449791,512.719952
oculusgo,oculusgo,,8,628.571429,0,31,6,0.425079,0.443145,882.091455
formik,formik,,1,624.074074,0,782,6,0.404637,0.42497,1036.809611
typescript3.0,typescript3.0,,1,623.529412,0,153,6,0.393019,0.411842,554.740543
docker-run,docker-run,,6,622.222222,0,83,5,0.405091,0.423397,941.551676
amazon-dynamodb-index,amazon-dynamodb-index,,6,620,0,47,6,0.402831,0.421605,163.875345
osmnx,osmnx,,0,618.181818,0,80,5,0.37723,0.392868,8.666587
android-app-bundle,android-app-bundle,,3,618.181818,0,203,6,0.393183,0.411878,1091.249204
mathematics,mathematics,,0,600,0,1,6,0.268531,0.273663,0
constraint-handling-rules,constraint-handling-rules,,0,600,0,2,7,0.252026,0.253767,0
pchart,pchart,,4,600,0,11,6,0.361989,0.374881,0
ext2,ext2,,9,600,0,7,6,0.343352,0.35006,0
admin-sdk,admin-sdk,,13,600,0,24,5,0.431764,0.448726,251.207865
god,god,,12,600,0,4,6,0.334497,0.337618,0
easysnmp,easysnmp,,9,600,0,9,5,0.372087,0.386727,0
qdoc,qdoc,,9,600,0,4,6,0.343956,0.350962,0
flutterwave,flutterwave,,4,600,0,11,6,0.396136,0.414523,0
cargo,cargo,,3,600,0,9,6,0.37194,0.387128,0
laravel-admin,laravel-admin,,4,600,0,27,6,0.352239,0.36241,4.638112
python-jedi,python-jedi,,0,600,0,6,5,0.367659,0.381349,0
activecampaign,activecampaign,,4,600,0,9,6,0.355493,0.36667,0
selenium-docker,selenium-docker,,3,600,0,6,5,0.394207,0.411665,0
audioeffect,audioeffect,,3,600,0,11,6,0.370531,0.385254,0
usmap,usmap,,0,600,0,8,6,0.33794,0.342744,0
mobiscroll,mobiscroll,,1,600,0,11,6,0.361766,0.375105,0
custom-action-filter,custom-action-filter,,8,600,0,12,6,0.35614,0.367774,0
apigee127,apigee127,,4,600,0,3,5,0.379302,0.395229,0
webcal,webcal,,4,600,0,5,5,0.39741,0.415286,0
storing-information,storing-information,,4,600,0,11,6,0.383078,0.400181,0
cilium,cilium,,6,600,0,5,6,0.343578,0.350501,18.803772
dynamics-365-sales,dynamics-365-sales,,8,600,0,1,6,0.362408,0.375438,0
gadinterstitial,gadinterstitial,,13,600,0,14,6,0.378293,0.394572,0
keyhook,keyhook,,8,600,0,7,6,0.378537,0.394892,0
xamlparseexception,xamlparseexception,,8,600,0,3,6,0.353486,0.364153,0
qmovie,qmovie,,0,600,0,6,5,0.37488,0.38994,0
citrix-access-gateway,citrix-access-gateway,,8,600,0,4,6,0.378721,0.395176,0
gbdk,gbdk,,9,600,0,8,6,0.347263,0.355435,0
alibaba-cloud-rds,alibaba-cloud-rds,,4,600,0,8,6,0.37333,0.389017,0
avaya,avaya,,5,600,0,18,5,0.421001,0.439105,4723.719648
smslib,smslib,,3,600,0,8,6,0.374014,0.389389,0
azure-site-recovery,azure-site-recovery,,8,600,0,13,6,0.343629,0.350522,0
process-explorer,process-explorer,,9,600,0,3,6,0.35837,0.370508,0
launching,launching,,3,600,0,3,6,0.369133,0.383891,0
location-based-service,location-based-service,,3,600,0,8,6,0.37059,0.385396,11.946398
average-precision,average-precision,,0,600,0,6,5,0.36893,0.383088,6.096772
redisgraph,redisgraph,,2,600,0,3,5,0.366082,0.379343,0
rugged,rugged,,6,600,0,1,6,0.334497,0.337618,0
exclusionpath,exclusionpath,,13,600,0,6,6,0.370093,0.384881,0
ocean,ocean,,6,600,0,2,6,0.356384,0.367969,0
csound,csound,,0,600,0,5,5,0.38588,0.402712,529.507999
blackberry-dynamics,blackberry-dynamics,,13,600,0,7,6,0.384143,0.40137,0
nibabel,nibabel,,0,600,0,27,5,0.368438,0.382467,4.475938
pbiviz,pbiviz,,5,600,0,6,6,0.354902,0.365978,2.141812
windows-search,windows-search,,8,600,0,4,6,0.353539,0.364295,108.052664
pytest-asyncio,pytest-asyncio,,0,600,0,16,5,0.37494,0.390241,26.071329
applicationpoolidentity,applicationpoolidentity,,8,600,0,3,6,0.335741,0.339627,2.312113
arena-simulation,arena-simulation,,0,600,0,1,6,0.33131,0.334271,0
actionable-notification,actionable-notification,,13,600,0,12,6,0.361376,0.374242,0
pyspin,pyspin,,0,600,0,10,5,0.367716,0.381491,0
snips,snips,,0,600,0,9,5,0.417556,0.435449,648.616613
jam,jam,,9,600,0,8,6,0.359357,0.371676,109.639388
sieve-language,sieve-language,,4,600,0,1,6,0.334831,0.337845,0
rtl-sdr,rtl-sdr,,0,600,0,3,5,0.367659,0.381349,0
hc-05,hc-05,,3,600,0,22,5,0.426973,0.444519,677.250602
anko-component,anko-component,,3,600,0,6,6,0.370502,0.385147,0
material-components-android,material-components-android,,3,600,0,151,6,0.381831,0.398885,76.943902
chirp,chirp,,13,600,0,20,5,0.424887,0.44262,67.360632
pytest-qt,pytest-qt,,0,600,0,9,5,0.367659,0.381349,0
grapesjs,grapesjs,,1,600,0,37,6,0.380563,0.397707,0
d3dx,d3dx,,9,600,0,4,6,0.343931,0.350856,0
octomap,octomap,,9,600,0,5,5,0.37488,0.38994,0
bootstrap-lightbox,bootstrap-lightbox,,1,600,0,4,6,0.366711,0.380898,0
visual-studio-liveshare,visual-studio-liveshare,,8,600,0,9,6,0.350582,0.360014,82.229474
jacorb,jacorb,,3,600,0,7,6,0.359192,0.371321,0
phonegap-plugin-push,phonegap-plugin-push,,1,600,0,22,6,0.369278,0.384246,0
revoscalepy,revoscalepy,,0,600,0,12,5,0.371264,0.385715,0
glumpy,glumpy,,0,600,0,9,5,0.367659,0.381349,0
forwarderrorcorrection,forwarderrorcorrection,,9,600,0,3,5,0.370912,0.385183,0
exclusion-constraint,exclusion-constraint,,4,600,0,11,6,0.340045,0.345552,0
cp-optimizer,cp-optimizer,,0,600,0,3,5,0.388884,0.406003,472.040388
redpitaya,redpitaya,,9,600,0,4,5,0.374372,0.389318,0
mjs,mjs,,1,600,0,14,6,0.368322,0.382769,0
