Id,Label,timeset,0,1,componentnumber,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
react-hooks,react-hooks,,1,190600,0,3049,6,0.412348,0.434945,5482.38224
swiftui,swiftui,,13,113100,0,1440,6,0.366797,0.382638,1128.620279
laravel-5.8,laravel-5.8,,4,96800,0,1390,6,0.437151,0.45628,4089.39742
angular7,angular7,,1,74150,0,5637,6,0.467629,0.48782,29035.010793
angular8,angular8,,1,69500,0,980,5,0.466561,0.482052,14177.318682
asp.net-core-2.2,asp.net-core-2.2,,8,66900,0,600,6,0.427129,0.448204,4797.592005
laravel-5.7,laravel-5.7,,4,64600,0,1679,5,0.462744,0.477419,5362.834215
nuxt,nuxt,,1,51600,0,298,6,0.418524,0.438974,3094.940709
azure-databricks,azure-databricks,,2,41100,0,277,5,0.431724,0.450341,2078.071115
tensorflow2.0,tensorflow2.0,,0,36800,0,613,5,0.396638,0.41557,1184.151145
ios13,ios13,,13,36600,0,566,6,0.382422,0.401896,3361.242627
ef-core-2.2,ef-core-2.2,,8,35500,0,334,6,0.414936,0.434863,1426.70295
tf.keras,tf.keras,,0,33500,0,494,5,0.410905,0.430195,1590.843919
swift5,swift5,,13,33400,0,472,5,0.427362,0.446535,3255.839915
xcode11,xcode11,,13,31800,0,546,6,0.352504,0.364807,400.242681
visual-studio-2019,visual-studio-2019,,8,31733.333333,0,647,5,0.48427,0.49421,26099.913453
odoo-12,odoo-12,,0,31500,0,226,5,0.427907,0.446074,818.903703
ag-grid-angular,ag-grid-angular,,1,26700,0,231,6,0.374253,0.390678,256.872944
dialogflow-fulfillment,dialogflow-fulfillment,,13,23600,0,126,5,0.459438,0.472599,529.302601
bloc,bloc,,13,23200,0,443,6,0.363784,0.378477,412.225953
xcode10.1,xcode10.1,,13,20600,0,255,6,0.373835,0.391093,724.000662
mat-table,mat-table,,1,20100,0,284,6,0.403143,0.422698,263.140991
amcharts4,amcharts4,,1,19800,0,183,6,0.415707,0.434963,166.790359
django-2.2,django-2.2,,0,19400,0,294,5,0.413292,0.432265,266.424278
fullcalendar-4,fullcalendar-4,,1,18300,0,212,6,0.407093,0.426621,425.424736
xcode10.2,xcode10.2,,13,16900,0,209,6,0.435731,0.45405,2916.39091
jmeter-5.0,jmeter-5.0,,3,15800,0,31,6,0.401454,0.420522,282.298938
mulesoft,mulesoft,,14,15100,0,47,6,0.404323,0.423362,418.929677
.net-core-2.2,.net-core-2.2,,8,14800,0,167,6,0.399745,0.419563,694.674627
instagram-graph-api,instagram-graph-api,,13,14100,0,47,5,0.460339,0.47306,372.902666
react-navigation-stack,react-navigation-stack,,1,13400,0,196,6,0.38471,0.402258,1.782729
blazor-server-side,blazor-server-side,,8,13100,0,186,6,0.394936,0.413777,335.851336
aws-eks,aws-eks,,6,12900,0,145,5,0.383359,0.401246,2349.007787
magento-2.3,magento-2.3,,4,12600,0,50,6,0.388466,0.406901,461.988148
rxdart,rxdart,,13,12400,0,246,6,0.346597,0.355598,26.147662
bixby,bixby,,21,12300,0,120,6,0.384741,0.40208,213.539615
delphi-10.3-rio,delphi-10.3-rio,,9,12300,0,33,6,0.37545,0.391832,2866.070146
androidq,androidq,,3,12100,0,146,6,0.384458,0.402204,637.033249
.net-core-3.0,.net-core-3.0,,8,11400,0,136,6,0.402762,0.422602,1019.28208
symfony-4.2,symfony-4.2,,4,11400,0,61,6,0.39315,0.411807,539.616523
google-cloud-run,google-cloud-run,,6,11400,0,73,5,0.439278,0.456571,2471.52365
plotly-python,plotly-python,,0,10900,0,127,5,0.398422,0.416486,164.114817
dolphindb,dolphindb,,4,10900,0,91,5,0.433999,0.450785,0
angular-material-7,angular-material-7,,1,10800,0,159,6,0.371322,0.387501,128.414503
php-7.3,php-7.3,,4,10800,0,106,6,0.378751,0.39585,4838.970978
bixbystudio,bixbystudio,,21,10600,0,113,6,0.370853,0.385999,89.726661
ruby-on-rails-6,ruby-on-rails-6,,12,10600,0,102,6,0.372205,0.38782,353.645908
flutter-web,flutter-web,,13,10600,0,185,6,0.387376,0.405889,917.520141
hdp,hdp,,2,10500,0,24,5,0.415266,0.433685,1277.377152
sqflite,sqflite,,13,10300,0,205,6,0.375901,0.392513,221.507902
android-motionlayout,android-motionlayout,,3,10200,0,110,6,0.372589,0.387845,2.580347
scipy-optimize,scipy-optimize,,0,10000,0,139,5,0.367889,0.382059,18.550017
dotenv,dotenv,,1,9700,0,124,5,0.436176,0.453671,172.721471
android-listview,android-listview,,3,9625,0,504,5,0.455427,0.469155,844.795934
angular-cli-v7,angular-cli-v7,,1,9600,0,117,6,0.376443,0.393056,12.698832
react-navigation-drawer,react-navigation-drawer,,1,9500,0,156,6,0.391315,0.409535,12.340846
angular-material-table,angular-material-table,,1,9400,0,144,6,0.378111,0.395346,107.350274
tpu,tpu,,0,9400,0,122,5,0.388402,0.406393,430.797281
eks,eks,,6,9400,0,117,5,0.389691,0.407884,474.203498
combine,combine,,13,9300,0,152,6,0.385278,0.403269,176.804615
react-state,react-state,,1,9200,0,150,6,0.382547,0.400103,58.04479
react-native-elements,react-native-elements,,1,9000,0,130,6,0.390534,0.409084,327.957641
asp.net-core-3.0,asp.net-core-3.0,,8,8900,0,112,6,0.385025,0.403184,299.542199
microsoft-graph-mail,microsoft-graph-mail,,8,8800,0,37,5,0.427985,0.44546,5.843837
csrf-token,csrf-token,,4,8700,0,97,5,0.45872,0.472662,473.615895
python-logging,python-logging,,0,8500,0,108,5,0.378111,0.39404,61.229377
java-12,java-12,,3,8500,0,98,6,0.38047,0.397483,343.839897
aws-cdk,aws-cdk,,6,8200,0,85,5,0.446335,0.461984,549.657179
eager-execution,eager-execution,,0,8100,0,160,5,0.372265,0.387543,81.20086
okd,okd,,6,8000,0,21,6,0.367515,0.382283,565.419552
python-regex,python-regex,,0,7900,0,147,5,0.371117,0.385857,0.063621
aws-application-load-balancer,aws-application-load-balancer,,6,7800,0,89,5,0.405161,0.424231,404.011254
microsoft-graph-calendar,microsoft-graph-calendar,,8,7800,0,36,5,0.455648,0.469191,57.194167
vscode-remote,vscode-remote,,9,7800,0,24,5,0.377624,0.393383,459.445163
elk,elk,,6,7800,0,22,6,0.422592,0.441271,1190.462369
quarkus,quarkus,,3,7600,0,62,6,0.374014,0.390046,188.715062
aws-glue-data-catalog,aws-glue-data-catalog,,6,7500,0,55,6,0.363053,0.376202,18.293112
here-maps-rest,here-maps-rest,,3,7400,0,59,5,0.450403,0.465392,1262.825341
angular7-router,angular7-router,,1,7400,0,134,6,0.3818,0.399322,56.337309
asyncio,asyncio,,0,7300,0,91,5,0.397949,0.416226,134.416182
ant-design-pro,ant-design-pro,,1,7200,0,107,6,0.378019,0.395115,152.211174
filepond,filepond,,1,7100,0,107,5,0.418636,0.437199,391.606765
android-jetpack-navigation,android-jetpack-navigation,,3,7100,0,88,6,0.370707,0.385822,147.427697
java.time,java.time,,3,7000,0,70,6,0.380933,0.397732,20.717775
hyperledger-chaincode,hyperledger-chaincode,,6,6800,0,34,6,0.405405,0.42416,16.31723
spring-webclient,spring-webclient,,3,6700,0,96,6,0.368553,0.383355,44.838617
use-effect,use-effect,,1,6700,0,138,6,0.376806,0.393348,261.34947
opencv4,opencv4,,0,6600,0,61,5,0.421871,0.439957,328.004993
postgresql-11,postgresql-11,,4,6500,0,228,5,0.466051,0.478261,4931.102576
eloquent--relationship,eloquent--relationship,,4,6400,0,186,6,0.356059,0.367824,61.983372
influxql,influxql,,6,6400,0,8,5,0.420963,0.438786,523.830223
steamvr,steamvr,,8,6400,0,36,6,0.382018,0.399098,212.98672
flutter-navigation,flutter-navigation,,13,6400,0,114,6,0.356899,0.369585,229.080827
android-studio-3.4,android-studio-3.4,,3,6400,0,52,6,0.373806,0.389727,244.07534
watch-os-5,watch-os-5,,13,6300,0,67,6,0.344385,0.352045,2.097917
ts-jest,ts-jest,,1,6300,0,79,6,0.377321,0.394129,217.721721
pagespeed-insights,pagespeed-insights,,4,6200,0,28,6,0.40883,0.427881,526.177702
flutter-provider,flutter-provider,,13,6200,0,113,6,0.352425,0.363319,6.313815
azure-function-app,azure-function-app,,8,6200,0,72,5,0.442841,0.45863,871.095273
google-ads-api,google-ads-api,,5,6100,0,39,5,0.44659,0.461825,1085.674318
ws,ws,,1,5900,0,74,5,0.459348,0.472556,73.690964
entity-framework-core-2.2,entity-framework-core-2.2,,8,5900,0,59,6,0.390339,0.408665,458.130248
azure-sql-data-warehouse,azure-sql-data-warehouse,,8,5700,0,52,5,0.382703,0.399542,255.270928
glue,glue,,6,5600,0,57,5,0.393744,0.411736,156.953058
deeplab,deeplab,,0,5600,0,82,5,0.407128,0.425616,663.573837
infrastructure-as-a-code,infrastructure-as-a-code,,6,5500,0,55,5,0.389821,0.407671,856.24667
openebs,openebs,,6,5400,0,9,6,0.341827,0.347998,54.413144
azure-machine-learning-service,azure-machine-learning-service,,8,5300,0,78,5,0.398828,0.417203,150.369558
sumproduct,sumproduct,,5,5300,0,63,5,0.406599,0.425243,10.042633
react-native-svg,react-native-svg,,1,5300,0,74,6,0.380779,0.397785,3.037439
oracle-apex-18.2,oracle-apex-18.2,,4,5300,0,15,6,0.374761,0.390998,139.85724
wavesplatform,wavesplatform,,6,5300,0,56,6,0.381863,0.399109,78.662623
android-camerax,android-camerax,,3,5300,0,63,6,0.37333,0.388892,0.619149
macos-catalina,macos-catalina,,13,5300,0,66,5,0.392394,0.411061,1542.555851
powershell-v5.1,powershell-v5.1,,8,5200,0,4,6,0.335645,0.339375,4701.780351
geofirestore,geofirestore,,13,5200,0,89,6,0.412784,0.431704,3.609084
self-signed-certificate,self-signed-certificate,,6,5200,0,38,6,0.446547,0.462286,165.146066
cakephp-3.7,cakephp-3.7,,4,5200,0,19,6,0.356926,0.368587,1.558874
sequelize-typescript,sequelize-typescript,,1,5100,0,65,6,0.382547,0.40011,212.344994
microsoft-custom-vision,microsoft-custom-vision,,8,5100,0,61,5,0.440101,0.456393,102.838862
hyperledger-fabric-sdk-js,hyperledger-fabric-sdk-js,,6,5100,0,17,6,0.35552,0.366763,21.498458
scipy-optimize-minimize,scipy-optimize-minimize,,0,5100,0,84,5,0.367745,0.381597,0
react-native-vector-icons,react-native-vector-icons,,1,5000,0,68,6,0.386197,0.403926,0
testng.xml,testng.xml,,3,5000,0,20,6,0.394273,0.412481,135.443163
wpbakery,wpbakery,,4,5000,0,82,6,0.382984,0.400334,0
material-table,material-table,,1,5000,0,64,6,0.371881,0.387483,7.428968
powerapps-formula,powerapps-formula,,8,4900,0,29,6,0.3566,0.368324,2723.170894
grpc-go,grpc-go,,6,4900,0,16,6,0.373687,0.389709,488.262226
react-material,react-material,,1,4900,0,80,6,0.377898,0.394867,385.018782
coldfusion-2018,coldfusion-2018,,4,4900,0,7,6,0.395302,0.413742,4694
prometheus-node-exporter,prometheus-node-exporter,,6,4900,0,25,6,0.378293,0.394803,1871.802029
azure-signalr,azure-signalr,,8,4900,0,50,5,0.413038,0.431349,375.757938
mule4,mule4,,14,4900,0,23,6,0.370736,0.385751,1.050017
stream-builder,stream-builder,,13,4800,0,99,6,0.352477,0.363532,68.452161
azure-webapps,azure-webapps,,8,4700,0,115,5,0.453492,0.468012,592.794533
aws-alb,aws-alb,,6,4700,0,43,6,0.361404,0.37432,3.195811
apache-airflow-xcom,apache-airflow-xcom,,0,4700,0,16,5,0.372176,0.386976,0
invoke-webrequest,invoke-webrequest,,8,4700,0,9,6,0.368553,0.383319,5293.433981
abp,abp,,8,4700,0,32,6,0.387185,0.405204,29.400738
android-deep-link,android-deep-link,,3,4600,0,55,6,0.404672,0.42345,177.941712
azure-sql-managed-instance,azure-sql-managed-instance,,8,4600,0,47,5,0.380933,0.397181,0
ssh2,ssh2,,9,4600,0,50,5,0.430339,0.447512,127.188072
postman-pre-request-script,postman-pre-request-script,,4,4600,0,24,5,0.403871,0.422066,306.637751
netbeans-11,netbeans-11,,3,4600,0,34,6,0.382672,0.400092,168.577149
symfony-4.3,symfony-4.3,,4,4600,0,25,6,0.362352,0.375616,102.913544
pysimplegui,pysimplegui,,0,4500,0,47,5,0.367774,0.381633,0
windows-server-2019,windows-server-2019,,6,4500,0,47,6,0.415965,0.435023,441.937411
reflect,reflect,,6,4400,0,27,6,0.426276,0.444583,903.963796
enqueue,enqueue,,4,4400,0,70,5,0.454854,0.468651,1378.258472
raspberry-pi-zero,raspberry-pi-zero,,0,4400,0,33,5,0.427907,0.445382,956.554957
play-framework-2.7,play-framework-2.7,,2,4400,0,21,6,0.396035,0.41454,81.03283
android-studio-3.3,android-studio-3.3,,3,4350,0,77,6,0.37494,0.391058,158.974667
css-in-js,css-in-js,,1,4300,0,65,6,0.37545,0.391743,1.689431
azure-cosmosdb-gremlinapi,azure-cosmosdb-gremlinapi,,2,4300,0,19,5,0.423393,0.441182,0.641742
postman-testcase,postman-testcase,,4,4200,0,30,6,0.372708,0.388413,107.867636
react-native-webview,react-native-webview,,1,4200,0,70,6,0.387568,0.40541,0
pyrebase,pyrebase,,13,4100,0,80,5,0.398388,0.41651,22.261206
umbraco8,umbraco8,,8,4100,0,20,6,0.364915,0.378956,0
aws-documentdb,aws-documentdb,,6,4100,0,60,5,0.433999,0.451033,96.930153
ubuntu-19.04,ubuntu-19.04,,9,4100,0,30,5,0.453054,0.467345,731.776025
asp.net-core-webapi-2.1,asp.net-core-webapi-2.1,,8,4000,0,42,6,0.399711,0.418711,33.19335
macos-darkmode,macos-darkmode,,13,4000,0,25,5,0.429316,0.446695,3313.825636
gin-gonic,gin-gonic,,6,4000,0,7,6,0.355763,0.367,0.960086
autocorrelation,autocorrelation,,0,4000,0,34,5,0.394008,0.411771,0
substrate,substrate,,9,4000,0,4,6,0.365911,0.379965,0
android-studio-3.5,android-studio-3.5,,3,4000,0,39,6,0.374761,0.390685,13.077227
react-testing-library,react-testing-library,,1,3933.333333,0,326,6,0.371616,0.38804,122.786846
bert-language-model,bert-language-model,,0,3900,0,55,5,0.37566,0.391253,33.118549
azure-data-explorer,azure-data-explorer,,8,3850,0,96,5,0.388017,0.405328,683.346024
amplifyjs,amplifyjs,,6,3800,0,65,6,0.378537,0.395406,8.123831
android-paging-library,android-paging-library,,3,3800,0,45,6,0.351186,0.361154,11.244435
github-actions,github-actions,,6,3800,0,9,5,0.385405,0.402045,0
twilio-flex,twilio-flex,,13,3800,0,10,5,0.399574,0.417558,17.925757
google-cloud-scheduler,google-cloud-scheduler,,6,3800,0,19,5,0.406036,0.424356,327.740439
chaincode,chaincode,,6,3800,0,24,6,0.399779,0.418268,78.173907
python-3.7.4,python-3.7.4,,0,3800,0,26,5,0.398016,0.416067,1.231076
hyperopt,hyperopt,,0,3700,0,44,5,0.368524,0.382645,0.85
zkteco,zkteco,,8,3700,0,43,6,0.413729,0.432396,338.079633
dnn9,dnn9,,8,3700,0,18,6,0.386483,0.404203,0
mapbox-ios,mapbox-ios,,1,3700,0,35,6,0.364859,0.378704,0
openjdk-11,openjdk-11,,3,3700,0,44,6,0.373598,0.38946,148.387103
mobilenet,mobilenet,,0,3700,0,52,5,0.389433,0.40737,314.878394
mrtk,mrtk,,8,3600,0,29,6,0.353539,0.364366,0
react-ref,react-ref,,1,3600,0,69,6,0.370531,0.385957,0
selectinput,selectinput,,0,3600,0,38,6,0.351659,0.361729,5.781524
android-viewpager2,android-viewpager2,,3,3600,0,45,6,0.37056,0.38536,0.333333
amp-story,amp-story,,1,3500,0,5,6,0.364377,0.378094,4806.53731
reach-router,reach-router,,1,3500,0,56,6,0.366225,0.380852,7.355421
ride,ride,,6,3500,0,39,6,0.368351,0.382875,0
azure-repos,azure-repos,,8,3400,0,10,5,0.401488,0.419581,954.888133
connexion,connexion,,0,3400,0,36,5,0.389336,0.406794,128.796376
android-jetifier,android-jetifier,,3,3400,0,70,6,0.37336,0.388804,3.444258
delta-lake,delta-lake,,2,3400,0,15,5,0.37197,0.386709,0
google-auth-library,google-auth-library,,5,3400,0,29,5,0.422821,0.441022,5182.376447
windowstaskschedule,windowstaskschedule,,9,3400,0,21,5,0.421568,0.439531,39.735591
azure-devops-server-2019,azure-devops-server-2019,,8,3400,0,17,6,0.360184,0.373135,5068.319028
flutter-cupertino,flutter-cupertino,,13,3400,0,67,6,0.356627,0.36852,0.090909
typo3-9.x,typo3-9.x,,4,3350,0,54,6,0.388498,0.406439,528.86632
bert,bert,,0,3300,0,14,5,0.367084,0.380887,4694
kali-linux,kali-linux,,9,3300,0,30,5,0.437681,0.454008,0
spark-ar-studio,spark-ar-studio,,1,3300,0,25,6,0.370268,0.385201,0
hyperstack,hyperstack,,12,3300,0,65,6,0.370531,0.385868,26.858118
kusto,kusto,,8,3200,0,150,5,0.395535,0.414043,2324.2742
apache-poi-4,apache-poi-4,,3,3200,0,30,6,0.362129,0.374959,0
sidekick,sidekick,,1,3200,0,29,6,0.392394,0.410831,81.98288
angular-nativescript,angular-nativescript,,1,3200,0,31,6,0.386388,0.404231,67.948746
rasa,rasa,,0,3200,0,42,5,0.389659,0.406997,0.522315
cognos-11,cognos-11,,4,3100,0,2,6,0.381956,0.398885,0
libtorch,libtorch,,9,3100,0,25,5,0.37869,0.394696,143.492415
sap-cloud-sdk,sap-cloud-sdk,,3,3100,0,16,6,0.388595,0.406322,3.717853
react-beautiful-dnd,react-beautiful-dnd,,1,3100,0,43,6,0.373122,0.388875,7.37369
android-diffutils,android-diffutils,,3,3100,0,35,6,0.370531,0.385254,0
spring-boot-jpa,spring-boot-jpa,,3,3100,0,48,6,0.381335,0.398158,0
pyviz,pyviz,,0,3100,0,39,5,0.381459,0.397849,95.327576
in-app-update,in-app-update,,3,3100,0,45,6,0.376866,0.39301,239.518546
nebular,nebular,,1,3050,0,93,6,0.378996,0.396163,13.496438
elmo,elmo,,0,3000,0,45,5,0.368611,0.382822,5.033732
azure-pipelines-release-task,azure-pipelines-release-task,,8,3000,0,11,6,0.341182,0.347238,1.509199
notarize,notarize,,13,3000,0,17,6,0.360987,0.373912,4829.045346
tls1.3,tls1.3,,6,3000,0,18,5,0.432281,0.449276,672.444328
vaadin12,vaadin12,,3,3000,0,23,6,0.389691,0.407565,1.201976
actix-web,actix-web,,9,3000,0,22,6,0.344435,0.351832,532.408318
google-coral,google-coral,,0,3000,0,45,5,0.396939,0.414977,56.374257
graphene-django,graphene-django,,1,3000,0,38,5,0.377958,0.393862,57.87174
std-variant,std-variant,,9,2900,0,31,6,0.354072,0.364878,103.757946
apache-spark-2.3,apache-spark-2.3,,2,2900,0,8,5,0.393843,0.411434,0
removeeventlistener,removeeventlistener,,1,2900,0,33,6,0.371293,0.386738,0.788922
spring-kafka-test,spring-kafka-test,,3,2900,0,28,6,0.360627,0.373166,0
flutter-listview,flutter-listview,,13,2900,0,54,6,0.350556,0.360639,30.424218
sapper,sapper,,1,2900,0,46,6,0.37808,0.39492,206.053466
go-modules,go-modules,,6,2875,0,13,6,0.347392,0.355719,1322.628163
ionic4,ionic4,,1,2829.292929,0,2966,5,0.479277,0.491211,11297.859276
fast-ai,fast-ai,,0,2800,0,82,5,0.381459,0.398033,280.334651
catch2,catch2,,9,2800,0,29,6,0.347289,0.355541,17.687868
vue-multiselect,vue-multiselect,,1,2800,0,22,6,0.378812,0.395541,0.867564
immer.js,immer.js,,1,2800,0,34,6,0.370006,0.385147,5.075665
rna-seq,rna-seq,,0,2800,0,17,5,0.392526,0.409979,0
flutter-appbar,flutter-appbar,,13,2800,0,60,6,0.333286,0.337583,4.352685
microk8s,microk8s,,6,2800,0,10,5,0.373093,0.388005,1.389683
netbeans-10,netbeans-10,,3,2800,0,30,6,0.381088,0.398158,128.783305
angular-cdk-virtual-scroll,angular-cdk-virtual-scroll,,1,2800,0,39,6,0.369075,0.384129,0.2781
flow-project,flow-project,,9,2800,0,13,5,0.374193,0.389176,0
swift5.1,swift5.1,,13,2800,0,57,6,0.356844,0.369013,64.501442
sorbet,sorbet,,12,2800,0,7,6,0.346955,0.355186,34.992842
gridsearchcv,gridsearchcv,,0,2750,0,90,5,0.368582,0.382858,1570.611871
javafx-11,javafx-11,,3,2720,0,184,6,0.391936,0.410433,109.853675
dropdownbutton,dropdownbutton,,13,2700,0,43,6,0.391478,0.409865,129.558236
wasm-bindgen,wasm-bindgen,,9,2700,0,7,6,0.371058,0.386177,0
azure-devops-hosted-agent,azure-devops-hosted-agent,,8,2700,0,9,6,0.367947,0.382701,9.495329
azure-policy,azure-policy,,8,2700,0,30,6,0.369685,0.384508,0
finetunning,finetunning,,0,2700,0,28,5,0.370765,0.385609,34.492793
aws-documentdb-mongoapi,aws-documentdb-mongoapi,,6,2700,0,46,6,0.379517,0.396347,1.036737
spring-cloud-function,spring-cloud-function,,3,2700,0,31,6,0.369627,0.384473,0.111155
nightwatch,nightwatch,,3,2700,0,20,6,0.37578,0.391867,0
swift4.2,swift4.2,,13,2618.181818,0,821,6,0.401351,0.421739,3864.541278
android-picture-in-picture,android-picture-in-picture,,3,2600,0,38,6,0.370531,0.385254,0
dynamic-feature,dynamic-feature,,3,2600,0,39,6,0.370619,0.385573,143.769513
angular6-json-schema-form,angular6-json-schema-form,,1,2600,0,36,6,0.381057,0.398257,33.070978
aws-toolkit,aws-toolkit,,6,2600,0,34,5,0.412566,0.430905,25.072419
r2dbc,r2dbc,,3,2600,0,52,6,0.372442,0.388094,35.854564
realitykit,realitykit,,13,2600,0,34,6,0.344233,0.351636,0.366667
stm32cubemx,stm32cubemx,,9,2600,0,3,6,0.339087,0.344221,2.898525
loopback4,loopback4,,1,2600,0,24,6,0.3756,0.391697,0
elastic-beats,elastic-beats,,6,2600,0,6,5,0.37497,0.390241,67.600294
android-threading,android-threading,,3,2600,0,31,6,0.387888,0.405311,0
android-biometric-prompt,android-biometric-prompt,,3,2600,0,34,6,0.37059,0.385467,0
google-cloud-data-fusion,google-cloud-data-fusion,,6,2600,0,15,6,0.341604,0.347572,17.025801
ios-darkmode,ios-darkmode,,13,2600,0,54,6,0.346316,0.354831,27.706649
xcode10.3,xcode10.3,,13,2600,0,32,6,0.361822,0.375474,138.632776
lit-html,lit-html,,1,2566.666667,0,127,6,0.378537,0.395382,0
ray,ray,,0,2500,0,78,5,0.400563,0.418924,1003.57812
swagger-3.0,swagger-3.0,,3,2500,0,12,6,0.404951,0.42371,107.840275
jupyter-contrib-nbextensions,jupyter-contrib-nbextensions,,0,2500,0,16,5,0.401248,0.419297,52.361952
konvajs-reactjs,konvajs-reactjs,,1,2500,0,43,6,0.366082,0.380206,3.726768
obs,obs,,13,2500,0,15,5,0.44881,0.463237,190.42136
knative,knative,,6,2500,0,31,6,0.352028,0.362219,378.475325
google-apps-script-web-application,google-apps-script-web-application,,5,2500,0,19,6,0.374432,0.390412,2843.018316
uipath-studio,uipath-studio,,5,2500,0,16,6,0.356492,0.36836,49.802245
tobase64string,tobase64string,,1,2500,0,27,5,0.465451,0.476983,33.665896
azure-boards,azure-boards,,8,2500,0,8,6,0.337624,0.342055,0
vuedraggable,vuedraggable,,1,2500,0,28,6,0.375,0.3912,92.809293
python-bigquery,python-bigquery,,4,2500,0,23,5,0.377412,0.393348,367.88743
salesforce-marketing-cloud,salesforce-marketing-cloud,,14,2450,0,36,5,0.435206,0.452215,0
r8,r8,,3,2450,0,63,6,0.372619,0.388253,15.019252
cleverhans,cleverhans,,0,2400,0,36,5,0.36838,0.382254,0
kql,kql,,8,2400,0,33,6,0.337697,0.342304,0
spring-cloud-gcp,spring-cloud-gcp,,3,2400,0,26,6,0.367141,0.38142,0
angular-dependency-injection,angular-dependency-injection,,1,2400,0,38,6,0.345551,0.353717,0.090909
iphone-xs-max,iphone-xs-max,,13,2400,0,40,6,0.366139,0.380543,171.287651
keycloak-gatekeeper,keycloak-gatekeeper,,3,2400,0,6,5,0.404637,0.422776,193.703918
azure-data-studio,azure-data-studio,,4,2400,0,28,5,0.397074,0.415091,40.469912
base64url,base64url,,1,2400,0,23,5,0.442215,0.458268,28.990412
sql-server-2019,sql-server-2019,,4,2400,0,39,5,0.394008,0.412109,40.764934
terser,terser,,1,2400,0,19,6,0.378293,0.39498,0
az,az,,8,2400,0,25,6,0.363109,0.376613,63.090187
kentico-12,kentico-12,,8,2400,0,26,6,0.341256,0.347433,19.196537
kibana-7,kibana-7,,6,2400,0,5,6,0.347623,0.356092,7.50407
loss-functions,loss-functions,,0,2400,0,22,5,0.36812,0.38279,15790.900212
java-11,java-11,,3,2328.571429,0,1001,6,0.438621,0.459144,14680.087312
cdk,cdk,,1,2300,0,27,6,0.37554,0.391519,0
bootstrap-file-input,bootstrap-file-input,,1,2300,0,33,6,0.383297,0.400848,131.958291
laravel-nova,laravel-nova,,4,2300,0,457,6,0.387824,0.406287,285.79939
jmx-exporter,jmx-exporter,,3,2300,0,4,6,0.35922,0.371356,0
pulumi,pulumi,,6,2300,0,23,6,0.383767,0.40098,43.811215
dask-ml,dask-ml,,0,2300,0,17,5,0.367803,0.381739,0.642857
informatica-cloud,informatica-cloud,,4,2300,0,5,6,0.342176,0.34853,5.382349
flutter-packages,flutter-packages,,13,2300,0,54,6,0.346597,0.355598,44.118
yugabyte-db,yugabyte-db,,4,2300,0,24,6,0.355197,0.365978,0
pug-loader,pug-loader,,1,2300,0,13,6,0.372412,0.387838,0
metro-bundler,metro-bundler,,1,2300,0,43,6,0.391185,0.409428,221.336497
aws-lambda-layers,aws-lambda-layers,,6,2300,0,29,5,0.405475,0.423752,19.967587
ms-flow,ms-flow,,8,2300,0,5,6,0.346674,0.354799,0
azure-rest-api,azure-rest-api,,8,2300,0,33,6,0.397107,0.416049,307.150526
apexcharts,apexcharts,,1,2266.666667,0,96,6,0.393777,0.412758,64.719915
react-konva,react-konva,,1,2250,0,58,6,0.368814,0.383727,13.428466
oboe,oboe,,3,2200,0,32,6,0.380224,0.396596,0
opencensus,opencensus,,6,2200,0,16,5,0.410079,0.42842,267.788715
facebook-python-business-sdk,facebook-python-business-sdk,,13,2200,0,16,5,0.368785,0.382875,1.169081
ms-error-1004,ms-error-1004,,5,2200,0,50,6,0.340662,0.346652,0
spring-data-r2dbc,spring-data-r2dbc,,3,2200,0,41,6,0.363334,0.376752,0
ibm-domino,ibm-domino,,5,2200,0,10,6,0.393744,0.411995,192.308612
tabulate,tabulate,,0,2200,0,27,5,0.391478,0.409244,41.01658
grafana-variable,grafana-variable,,6,2200,0,13,6,0.359936,0.372581,178.617045
json-extract,json-extract,,3,2200,0,38,6,0.366998,0.381225,69.400252
tron,tron,,6,2200,0,14,6,0.379088,0.39569,71.967841
gtts,gtts,,0,2200,0,25,5,0.368756,0.382769,0
rcpparmadillo,rcpparmadillo,,0,2200,0,19,6,0.350478,0.35989,0
kentico-mvc,kentico-mvc,,8,2200,0,31,6,0.368959,0.38394,333.291219
google-sheets-formula,google-sheets-formula,,5,2193.103448,0,1321,5,0.416187,0.435389,2581.220285
nodejs-server,nodejs-server,,1,2166.666667,0,96,6,0.425734,0.443997,0
google-cloud-automl,google-cloud-automl,,6,2125,0,60,5,0.462243,0.474462,1427.225188
ngx-quill,ngx-quill,,1,2100,0,28,6,0.370941,0.386258,0
flysystem-google-drive,flysystem-google-drive,,5,2100,0,19,5,0.45393,0.46771,114.298939
gekko,gekko,,0,2100,0,47,5,0.399506,0.417487,1.421779
auto-keras,auto-keras,,0,2100,0,15,5,0.37482,0.389869,0
mql,mql,,7,2100,0,8,6,0.404288,0.423042,0
azure-blockchain-workbench,azure-blockchain-workbench,,8,2100,0,20,5,0.382142,0.398495,211.196796
shopify-javascript-buy-sdk,shopify-javascript-buy-sdk,,1,2100,0,13,6,0.390534,0.408506,219.044819
azure-front-door,azure-front-door,,8,2100,0,18,6,0.3376,0.341949,0
excel-2019,excel-2019,,5,2100,0,26,6,0.385595,0.403003,0
